antecedents|consequents|antecedent support|consequent support|support|confidence|lift|representativity|leverage|conviction|zhangs_metric|jaccard|certainty|kulczynski|length
frozenset({'thal=norm', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.3234323432343234|0.5445544554455446|0.2706270627062706|0.8367346938775511|1.5365491651205936|1.0|0.09450053916282716|2.78960396039604|0.5161213563355145|0.4530386740331492|0.6415261756876665|0.666852195423624|4
frozenset({'restingecg=norm', 'thal=norm', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.2607260726072607|0.5445544554455446|0.22442244224422442|0.8607594936708861|1.5806674338319908|1.0|0.08244289775512204|3.2709270927092713|0.4969143907563024|0.3863636363636364|0.6942762795817282|0.6364403528960492|4
frozenset({'slope=up', 'thal=norm', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.29372937293729373|0.5445544554455446|0.25412541254125415|0.8651685393258428|1.5887640449438203|1.0|0.09417377381302489|3.3778877887788803|0.5246995994659547|0.4350282485875706|0.7039570102589157|0.6659176029962548|4
frozenset({'thal=norm', 'numberofvesselscolored=0', 'maxheartrate_cat=M'})|frozenset({'class=buff'})|0.2508250825082508|0.5445544554455446|0.22112211221122113|0.8815789473684211|1.6188995215311004|1.0|0.08453419599385681|3.845984598459848|0.5102899598921691|0.38505747126436785|0.7399885583524028|0.6438197767145136|4
frozenset({'thal=norm', 'numberofvesselscolored=0', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.2607260726072607|0.5445544554455446|0.24092409240924093|0.9240506329113924|1.696892980437284|1.0|0.09894454792013854|5.996699669967|0.555528375733855|0.42690058479532167|0.8332416070445791|0.6832374376678174|4
frozenset({'slope=up', 'thal=norm', 'numberofvesselscolored=0'})|frozenset({'class=buff'})|0.23102310231023102|0.5445544554455446|0.21782178217821782|0.9428571428571428|1.7314285714285713|1.0|0.09201712250432964|7.970297029702967|0.5493562231759657|0.39053254437869817|0.8745341614906832|0.6714285714285714|4
frozenset({'oldpeak_cat=L', 'thal=norm', 'slope=up'})|frozenset({'class=buff'})|0.24422442244224424|0.5445544554455446|0.2079207920792079|0.8513513513513513|1.5633906633906631|1.0|0.07492729470966897|3.063906390639063|0.47681430650862955|0.35795454545454536|0.6736192714453583|0.6165847665847666|4
frozenset({'slope=up', 'thal=norm', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.23102310231023102|0.5445544554455446|0.21122112211221122|0.9142857142857144|1.678961038961039|1.0|0.08541646243832304|5.3135313531353185|0.5258851931330472|0.3742690058479532|0.811801242236025|0.6510822510822512|4
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.2838283828382838|0.5445544554455446|0.23432343234323433|0.8255813953488372|1.5160676532769555|1.0|0.07976342188674312|2.6112211221122115|0.47530343350425125|0.3944444444444444|0.6170374115267948|0.6279422128259338|5
frozenset({'exerciseinducedangina=fal', 'fastingbloodsugarlt120=fal', 'cholesteral_cat=M', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.28052805280528054|0.5445544554455446|0.20462046204620463|0.7294117647058823|1.3394652406417111|1.0|0.0518576610136261|1.6831683168316829|0.3522491861497483|0.3297872340425532|0.40588235294117636|0.552584670231729|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'fastingbloodsugarlt120=fal', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.28052805280528054|0.5445544554455446|0.2376237623762376|0.8470588235294118|1.5555080213903743|1.0|0.08486096134365909|2.9779131759329776|0.4963685015290518|0.4044943820224719|0.6641943734015344|0.641711229946524|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'numberofvesselscolored=0', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.2376237623762376|0.5445544554455446|0.22112211221122113|0.9305555555555557|1.708838383838384|1.0|0.09172303368950757|6.5584158415841705|0.5440976933514248|0.3941176470588235|0.8475241545893722|0.6683080808080809|5
frozenset({'thal=norm', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.25412541254125415|0.5445544554455446|0.22772277227722773|0.8961038961038961|1.6455726092089726|1.0|0.0893376466359507|4.383663366336632|0.525971527510581|0.39884393063583806|0.771880293619424|0.6571428571428571|5
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'maxheartrate_cat=M', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.264026402640264|0.5445544554455446|0.21122112211221122|0.8|1.469090909090909|1.0|0.06744436819919616|2.2772277227722775|0.4338565022421525|0.35359116022099446|0.5608695652173914|0.593939393939394|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'maxheartrate_cat=M', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.2508250825082508|0.5445544554455446|0.21122112211221122|0.8421052631578948|1.5464114832535885|1.0|0.0746332058948469|2.8844884488448854|0.47164096916299547|0.36158192090395486|0.6533180778032037|0.6149920255183413|5
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.264026402640264|0.5445544554455446|0.23432343234323433|0.8875000000000001|1.6297727272727274|1.0|0.09054667843021927|4.04840484048405|0.5250426324764732|0.4080459770114942|0.7529891304347828|0.6589015151515152|5
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'slope=up', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.23102310231023102|0.5445544554455446|0.20462046204620463|0.8857142857142858|1.6264935064935064|1.0|0.07881580237231645|3.9851485148514874|0.5008999030873599|0.3583815028901734|0.7490683229813666|0.6307359307359308|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.29042904290429045|0.5445544554455446|0.264026402640264|0.909090909090909|1.6694214876033053|1.0|0.10587197333594742|5.009900990099002|0.5651162790697672|0.4624277456647398|0.8003952569169958|0.6969696969696968|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.27722772277227725|0.5445544554455446|0.24092409240924093|0.869047619047619|1.5958874458874457|1.0|0.08995850080057508|3.4779477947794755|0.5166072433852503|0.41477272727272724|0.7124741200828155|0.6557359307359307|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'fastingbloodsugarlt120=fal', 'restingecg=norm'})|frozenset({'class=buff'})|0.23102310231023102|0.5445544554455446|0.2079207920792079|0.9|1.6527272727272726|1.0|0.08211613240531973|4.554455445544555|0.5135908440629471|0.3662790697674418|0.7804347826086957|0.6409090909090909|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'slope=up', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.2607260726072607|0.5445544554455446|0.22772277227722773|0.8734177215189874|1.6039125431530497|1.0|0.08574322778812535|3.5980198019802008|0.5093167701863354|0.3942857142857143|0.7220693450742985|0.6457997698504028|5
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'numberofvesselscolored=0', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.23432343234323433|0.5445544554455446|0.21782178217821782|0.9295774647887324|1.7070422535211267|1.0|0.09021991308041694|6.467326732673265|0.540948275862069|0.38823529411764696|0.8453766074709124|0.6647887323943662|5
frozenset({'thal=norm', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.2376237623762376|0.5445544554455446|0.21782178217821782|0.9166666666666667|1.6833333333333333|1.0|0.08842270365650426|5.465346534653469|0.5324675324675324|0.38596491228070173|0.8170289855072466|0.6583333333333333|5
