antecedents|consequents|antecedent support|consequent support|support|confidence|lift|representativity|leverage|conviction|zhangs_metric|jaccard|certainty|kulczynski|length
frozenset({'numberofvesselscolored=0', 'maxheartrate_cat=M', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.2871287128712871|0.5445544554455446|0.22112211221122113|0.7701149425287357|1.4142110762800417|1.0|0.06476489233081725|1.9811881188118816|0.4108623548922057|0.3621621621621621|0.49525237381309356|0.5880877742946709|4
frozenset({'thal=norm', 'maxheartrate_cat=M', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.26732673267326734|0.5445544554455446|0.21782178217821782|0.8148148148148148|1.496296296296296|1.0|0.07224781884129006|2.4594059405940585|0.45270270270270263|0.36666666666666664|0.5933977455716585|0.6074074074074074|4
frozenset({'numberofvesselscolored=0', 'cholesteral_cat=M', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.2706270627062706|0.5445544554455446|0.21782178217821782|0.8048780487804879|1.4780487804878049|1.0|0.07045060941737738|2.3341584158415847|0.44343891402714924|0.36464088397790057|0.5715800636267233|0.6024390243902439|4
frozenset({'thal=norm', 'numberofvesselscolored=0', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.28052805280528054|0.5445544554455446|0.25412541254125415|0.9058823529411765|1.6635294117647057|1.0|0.10136261150867562|4.839108910891089|0.5543905635648754|0.44508670520231225|0.7933503836317135|0.6862745098039216|4
frozenset({'thal=norm', 'cholesteral_cat=M', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.264026402640264|0.5445544554455446|0.22442244224422442|0.8500000000000001|1.560909090909091|1.0|0.08064568833120936|3.036303630363038|0.4882616723819572|0.38418079096045193|0.6706521739130437|0.6310606060606061|4
frozenset({'slope=up', 'thal=norm', 'cholesteral_cat=M'})|frozenset({'class=buff'})|0.23432343234323433|0.5445544554455446|0.2079207920792079|0.8873239436619718|1.6294494238156207|1.0|0.08031892298140703|4.042079207920789|0.5045155993431855|0.36416184971098253|0.7526025719534597|0.6345710627400768|4
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.38613861386138615|0.5445544554455446|0.3234323432343234|0.8376068376068375|1.5381507381507378|1.0|0.11315884063653886|2.804585721730066|0.5699473337722184|0.5326086956521738|0.6434410999628388|0.7157731157731158|4
frozenset({'oldpeak_cat=L', 'fastingbloodsugarlt120=fal', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.297029702970297|0.5445544554455446|0.2376237623762376|0.8|1.469090909090909|1.0|0.07587491422409567|2.2772277227722775|0.4542253521126761|0.3934426229508196|0.5608695652173914|0.6181818181818182|4
frozenset({'exerciseinducedangina=fal', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.3927392739273927|0.5445544554455446|0.29042904290429045|0.7394957983193278|1.357983193277311|1.0|0.07656112145868055|1.7483232194187162|0.43410326086956535|0.4489795918367347|0.42802338326635003|0.6364145658263305|4
frozenset({'restingecg=norm', 'fastingbloodsugarlt120=fal', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.3102310231023102|0.5445544554455446|0.24422442244224424|0.7872340425531916|1.4456479690522246|1.0|0.07528673659445154|2.1405940594059416|0.446915815336868|0.4000000000000001|0.532839962997225|0.6178594455190201|4
frozenset({'slope=up', 'fastingbloodsugarlt120=fal', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.33003300330033003|0.5445544554455446|0.2607260726072607|0.7899999999999999|1.4507272727272724|1.0|0.08100513021599187|2.168788307402168|0.46374010101639945|0.4247311827956988|0.5389130434782606|0.6343939393939393|4
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.38943894389438943|0.5445544554455446|0.33003300330033003|0.847457627118644|1.5562403697996916|1.0|0.11796229127863281|2.985698569856985|0.5854054054054054|0.5464480874316939|0.6650700073691966|0.726759116589625|4
frozenset({'exerciseinducedangina=fal', 'gender=fem', 'thal=norm'})|frozenset({'class=buff'})|0.21782178217821782|0.5445544554455446|0.20132013201320131|0.9242424242424242|1.6972451790633607|1.0|0.08270431003496388|6.0118811881188075|0.5252126997302343|0.3588235294117647|0.8336627140974966|0.646969696969697|4
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'gender=male'})|frozenset({'class=buff'})|0.26732673267326734|0.5445544554455446|0.2079207920792079|0.7777777777777777|1.428282828282828|1.0|0.06234682874228015|2.049504950495048|0.40926640926640917|0.34426229508196715|0.5120772946859901|0.5797979797979798|4
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'maxheartrate_cat=M'})|frozenset({'class=buff'})|0.297029702970297|0.5445544554455446|0.24422442244224424|0.8222222222222223|1.5098989898989899|1.0|0.0824755742901023|2.5618811881188126|0.4803958888465932|0.4088397790055249|0.6096618357487924|0.6353535353535353|4
frozenset({'exerciseinducedangina=fal', 'maxheartrate_cat=M', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.30033003300330036|0.5445544554455446|0.2145214521452145|0.7142857142857142|1.3116883116883113|1.0|0.05097539456915984|1.5940594059405935|0.3396226415094336|0.3403141361256544|0.3726708074534159|0.554112554112554|4
frozenset({'slope=up', 'maxheartrate_cat=M', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.264026402640264|0.5445544554455446|0.21122112211221122|0.8|1.469090909090909|1.0|0.06744436819919616|2.2772277227722775|0.4338565022421525|0.35359116022099446|0.5608695652173914|0.593939393939394|4
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'maxheartrate_cat=M'})|frozenset({'class=buff'})|0.2871287128712871|0.5445544554455446|0.24422442244224424|0.8505747126436782|1.5619644723093|1.0|0.08786720256184036|3.047981721249049|0.5046921921921922|0.4157303370786517|0.6719140429785109|0.6495297805642634|4
frozenset({'oldpeak_cat=L', 'numberofvesselscolored=0', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.2376237623762376|0.5445544554455446|0.21122112211221122|0.888888888888889|1.6323232323232324|1.0|0.08182204359049766|4.099009900990101|0.5081168831168831|0.3699421965317919|0.7560386473429953|0.6383838383838384|4
frozenset({'exerciseinducedangina=fal', 'numberofvesselscolored=0', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.29372937293729373|0.5445544554455446|0.264026402640264|0.8988764044943819|1.650663942798774|1.0|0.10407476391203474|4.503850385038497|0.5581191588785046|0.4597701149425286|0.7779677576941862|0.6918624446714333|4
frozenset({'restingecg=norm', 'numberofvesselscolored=0', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.24092409240924093|0.5445544554455446|0.21122112211221122|0.8767123287671232|1.609962640099626|1.0|0.08002483416658496|3.6941694169416923|0.49911684782608684|0.36781609195402293|0.7293031566408575|0.6322955583229556|4
frozenset({'slope=up', 'numberofvesselscolored=0', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.2607260726072607|0.5445544554455446|0.23432343234323433|0.8987341772151899|1.6504027617951669|1.0|0.09234388785413195|4.497524752475248|0.5330734406438631|0.4104046242774567|0.7776554760594386|0.6645186037591101|4
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'numberofvesselscolored=0'})|frozenset({'class=buff'})|0.3201320132013201|0.5445544554455446|0.29372937293729373|0.9175257731958764|1.6849109653233365|1.0|0.11940005881776297|5.5222772277227765|0.5979055307079743|0.5144508670520231|0.8189152846257285|0.7284598562949078|4
frozenset({'oldpeak_cat=L', 'exerciseinducedangina=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.23432343234323433|0.5445544554455446|0.20462046204620463|0.8732394366197184|1.603585147247119|1.0|0.07701859294840374|3.592959295929594|0.4915878754171301|0.3563218390804597|0.7216778934476424|0.624498506188647|4
frozenset({'slope=up', 'oldpeak_cat=L', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.2706270627062706|0.5445544554455446|0.21782178217821782|0.8048780487804879|1.4780487804878049|1.0|0.07045060941737738|2.3341584158415847|0.44343891402714924|0.36464088397790057|0.5715800636267233|0.6024390243902439|4
frozenset({'oldpeak_cat=L', 'thal=norm', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.2607260726072607|0.5445544554455446|0.22772277227722773|0.8734177215189874|1.6039125431530497|1.0|0.08574322778812535|3.5980198019802008|0.5093167701863354|0.3942857142857143|0.7220693450742985|0.6457997698504028|4
frozenset({'slope=up', 'exerciseinducedangina=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.24422442244224424|0.5445544554455446|0.2079207920792079|0.8513513513513513|1.5633906633906631|1.0|0.07492729470966897|3.063906390639063|0.47681430650862955|0.35795454545454536|0.6736192714453583|0.6165847665847666|4
frozenset({'exerciseinducedangina=fal', 'thal=norm', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.3201320132013201|0.5445544554455446|0.2739273927392739|0.8556701030927835|1.5713214620431113|1.0|0.09959807861974315|3.1555869872701545|0.5347993917417242|0.4636871508379888|0.6831017480950246|0.6793502030615433|4
frozenset({'slope=up', 'restingecg=norm', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.23432343234323433|0.5445544554455446|0.20462046204620463|0.8732394366197184|1.603585147247119|1.0|0.07701859294840374|3.592959295929594|0.4915878754171301|0.3563218390804597|0.7216778934476424|0.624498506188647|4
frozenset({'restingecg=norm', 'thal=norm', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.2508250825082508|0.5445544554455446|0.22442244224422442|0.8947368421052632|1.6430622009569378|1.0|0.0878345260268601|4.326732673267327|0.5224151334542626|0.3930635838150289|0.7688787185354691|0.6534290271132377|4
frozenset({'slope=up', 'thal=norm', 'exerciseinducedangina=fal'})|frozenset({'class=buff'})|0.30033003300330036|0.5445544554455446|0.264026402640264|0.879120879120879|1.6143856143856141|1.0|0.10048034506420933|3.7677767776777635|0.5439268867924526|0.4545454545454545|0.7345914954610604|0.6819846819846819|4
frozenset({'gender=fem', 'fastingbloodsugarlt120=fal', 'thal=norm'})|frozenset({'class=buff'})|0.23432343234323433|0.5445544554455446|0.2079207920792079|0.8873239436619718|1.6294494238156207|1.0|0.08031892298140703|4.042079207920789|0.5045155993431855|0.36416184971098253|0.7526025719534597|0.6345710627400768|4
frozenset({'numberofvesselscolored=0', 'maxheartrate_cat=M', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.33663366336633666|0.5445544554455446|0.2508250825082508|0.7450980392156862|1.3682709447415327|1.0|0.06750972126915658|1.786747905559786|0.40573448546739965|0.39790575916230353|0.44032395566922394|0.6028520499108734|4
frozenset({'thal=norm', 'maxheartrate_cat=M', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.30363036303630364|0.5445544554455446|0.24422442244224424|0.8043478260869565|1.4770750988142292|1.0|0.07888115544227689|2.327832783278328|0.46381452542589974|0.4043715846994535|0.5704158790170132|0.6264163372859025|4
frozenset({'oldpeak_cat=L', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.2607260726072607|0.5445544554455446|0.22112211221122113|0.8481012658227849|1.5574223245109322|1.0|0.07914256772211875|2.9983498349835|0.4841417910447761|0.37853107344632775|0.6664832140891581|0.6270809359416954|4
frozenset({'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.3465346534653465|0.5445544554455446|0.26732673267326734|0.7714285714285716|1.416623376623377|1.0|0.07861974316243506|1.9925742574257437|0.45005611672278334|0.4285714285714286|0.4981366459627332|0.6311688311688313|4
frozenset({'restingecg=norm', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.2838283828382838|0.5445544554455446|0.21122112211221122|0.7441860465116279|1.366596194503171|1.0|0.05666111165572002|1.7803780378037801|0.37456797235023037|0.3422459893048128|0.43832153690596554|0.5660324171952079|4
frozenset({'slope=up', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.2706270627062706|0.5445544554455446|0.23432343234323433|0.8658536585365854|1.590022172949002|1.0|0.08695225958239389|3.3951395139513947|0.5087629851507233|0.403409090909091|0.7054612937433722|0.6480783444198078|4
frozenset({'thal=norm', 'numberofvesselscolored=0', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.3432343234323432|0.5445544554455446|0.30363036303630364|0.8846153846153847|1.6244755244755245|1.0|0.11672058294938406|3.9471947194719497|0.5853178938169106|0.5197740112994351|0.7466555183946489|0.7210955710955711|4
frozenset({'oldpeak_cat=L', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.25742574257425743|0.5445544554455446|0.21122112211221122|0.8205128205128205|1.5067599067599067|1.0|0.07103878704702152|2.537482319660537|0.4529166666666666|0.35754189944134074|0.6059085841694536|0.6041958041958042|4
frozenset({'oldpeak_cat=L', 'slope=up', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.27722772277227725|0.5445544554455446|0.21122112211221122|0.7619047619047619|1.399134199134199|1.0|0.060255530503545374|1.9128712871287123|0.3946917808219176|0.3459459459459459|0.4772256728778467|0.5748917748917749|4
frozenset({'oldpeak_cat=L', 'thal=norm', 'fastingbloodsugarlt120=fal'})|frozenset({'class=buff'})|0.2706270627062706|0.5445544554455446|0.22442244224422442|0.8292682926829268|1.5228381374722837|1.0|0.07705126948338398|2.6676096181046667|0.470721320202289|0.3798882681564246|0.6251325556733827|0.6206947524020694|4
frozenset({'slope=up', 'fastingbloodsugarlt120=fal', 'restingbloodpres_cat=M'})|frozenset({'class=buff'})|0.2706270627062706|0.5445544554455446|0.21122112211221122|0.7804878048780488|1.4332594235033258|1.0|0.06384994935137078|2.074807480748075|0.4144513574660634|0.34972677595628415|0.5180275715800636|0.5841832963784184|4
